,0
52,"[('LOC698430', 100603286, 100633885, '-', [(100603286, 100603469), (100603885, 100604359), (100616178, 100616200), (100627964, 100628062), (100633745, 100633885)]), ('H2BFWT', 100633903, 100636442, '+', [(100633903, 100634412), (100634835, 100634894), (100636120, 100636442)]), ('H2BFWT', 100633914, 100636442, '+', [(100633914, 100634412), (100634835, 100634940), (100636120, 100636442)]), ('H2BFWT', 100633921, 100634872, '+', [(100633921, 100634412), (100634835, 100634872)]), ('LOC106995678', 100667819, 100670329, '-', [(100667819, 100669446), (100669862, 100670329)]), ('LOC114674721', 100672247, 100674756, '+', [(100672247, 100672715), (100673129, 100674756)]), ('LOC698767', 100695682, 100698208, '-', [(100695682, 100695980), (100697202, 100697261), (100697688, 100698208)]), ('LOC698679', 100718820, 100720162, '-', [(100718820, 100719093), (100719509, 100720162)]), ('TMSB15B', 100730782, 100734146, '-', [(100730782, 100731232), (100732143, 100732260), (100733992, 100734146)]), ('SLC25A53', 100759983, 100772323, '-', [(100759983, 100763737), (100772212, 100772323)]), ('SLC25A53', 100761512, 100817201, '-', [(100761512, 100763737), (100791389, 100791653), (100817059, 100817201)]), ('ZCCHC18', 100772391, 100781126, '+', [(100772391, 100772684), (100773077, 100781126)]), ('SLC25A53', 100787752, 100817201, '-', [(100787752, 100789133), (100791389, 100791653), (100817059, 100817201)])]"
53,"[('RNF128', 103480889, 103580267, '+', [(103480889, 103481460), (103557345, 103557593), (103569476, 103569548), (103572483, 103572566), (103573408, 103573505), (103574312, 103574481), (103578832, 103580267)]), ('RNF128', 103513664, 103580247, '+', [(103513664, 103514410), (103557345, 103557593), (103569476, 103569548), (103572483, 103572566), (103573408, 103573505), (103574312, 103574481), (103578832, 103580247)]), ('TBC1D8B', 103586130, 103651040, '+', [(103586130, 103586419), (103599807, 103599918), (103602051, 103602170), (103603152, 103603378), (103604406, 103604647), (103607219, 103607427), (103608070, 103608238), (103616931, 103617081), (103617669, 103617820), (103618303, 103618518), (103625832, 103625950), (103627212, 103627498), (103628714, 103628844), (103629391, 103629490), (103641506, 103641575), (103641738, 103641979), (103642716, 103642782), (103644288, 103644372), (103645399, 103645456), (103650825, 103651040)]), ('TBC1D8B', 103586130, 103651040, '+', [(103586130, 103586419), (103599807, 103599918), (103602051, 103602170), (103603152, 103603378), (103604406, 103604647), (103607219, 103607427), (103608070, 103608238), (103616931, 103617081), (103617669, 103617820), (103618303, 103618518), (103625832, 103625950), (103627212, 103627498), (103628714, 103628844), (103629391, 103629490), (103641506, 103641575), (103641738, 103641979), (103642716, 103642782), (103644288, 103644372), (103644975, 103645023), (103645399, 103645456), (103650825, 103651040)]), ('TBC1D8B', 103586130, 103653352, '+', [(103586130, 103586419), (103599807, 103599918), (103602051, 103602170), (103603152, 103603378), (103604406, 103604647), (103607219, 103607427), (103608070, 103608238), (103616931, 103617081), (103617669, 103617820), (103618303, 103618518), (103625832, 103625950), (103627212, 103627498), (103628714, 103628844), (103629391, 103629490), (103641506, 103641575), (103641738, 103641979), (103642716, 103642782), (103644288, 103644372), (103645399, 103645456), (103646645, 103646743), (103650825, 103653352)]), ('TBC1D8B', 103586130, 103653352, '+', [(103586130, 103586419), (103599807, 103599918), (103602051, 103602170), (103603152, 103603378), (103604406, 103604647), (103607219, 103607427), (103608070, 103608238), (103616931, 103617081), (103617669, 103617820), (103618303, 103618518), (103625832, 103625950), (103627212, 103627498), (103628714, 103628844), (103629391, 103629490), (103641506, 103641575), (103641738, 103641979), (103642716, 103642782), (103644288, 103644372), (103644975, 103645023), (103645399, 103645456), (103646645, 103646743), (103650825, 103653352)]), ('RIPPLY1', 103678058, 103684396, '-', [(103678058, 103678884), (103679458, 103679523), (103680120, 103680196), (103681116, 103684396)]), ('CLDN2', 103698925, 103709269, '+', [(103698925, 103699108), (103706418, 103707279), (103708935, 103709269)]), ('CLDN2', 103698925, 103709269, '+', [(103698925, 103699108), (103706418, 103709269)]), ('CLDN2', 103698925, 103776609, '+', [(103698925, 103699108), (103706418, 103707279), (103776467, 103776609)])]"
54,"[('GUCY2F', 106149173, 106252297, '-', [(106149173, 106151768), (106155179, 106155268), (106155360, 106155449), (106161415, 106161510), (106164760, 106164859), (106168030, 106168205), (106171454, 106171647), (106172435, 106172599), (106174843, 106174992), (106178058, 106178208), (106183875, 106184032), (106188558, 106188735), (106210704, 106210794), (106219222, 106219354), (106223638, 106223735), (106227581, 106227666), (106229065, 106229420), (106240814, 106241116), (106251481, 106252297)]), ('NXT2', 106295453, 106302800, '+', [(106295453, 106295574), (106296536, 106296621), (106297639, 106297726), (106301116, 106301261), (106302158, 106302800)]), ('NXT2', 106296249, 106304345, '+', [(106296249, 106296345), (106296536, 106296621), (106297639, 106297726), (106301116, 106301261), (106302158, 106304345)]), ('NXT2', 106296597, 106304345, '+', [(106296597, 106296717), (106297639, 106297726), (106301116, 106301261), (106302158, 106304345)]), ('NXT2', 106296723, 106304345, '+', [(106296723, 106296868), (106297639, 106297726), (106301116, 106301261), (106302158, 106304345)])]"
55,"[('CHRDL1', 107376136, 107497846, '-', [(107376136, 107378620), (107381646, 107381736), (107383793, 107383961), (107390992, 107391187), (107395890, 107396059), (107402601, 107402669), (107421275, 107421369), (107422191, 107422337), (107461779, 107461873), (107464805, 107464918), (107493833, 107493961), (107497394, 107497846)]), ('CHRDL1', 107376136, 107497846, '-', [(107376136, 107378620), (107381646, 107381736), (107383793, 107383961), (107390977, 107391187), (107395890, 107396059), (107402601, 107402669), (107421275, 107421369), (107422191, 107422334), (107461779, 107461873), (107464805, 107464918), (107493833, 107493961), (107497394, 107497846)]), ('CHRDL1', 107376136, 107497846, '-', [(107376136, 107378620), (107381646, 107381736), (107383793, 107383961), (107390977, 107391187), (107395890, 107396059), (107402601, 107402669), (107421275, 107421369), (107422191, 107422337), (107461779, 107461873), (107464805, 107464918), (107493833, 107493961), (107497449, 107497846)]), ('CHRDL1', 107376136, 107497846, '-', [(107376136, 107378620), (107381646, 107381736), (107383793, 107383961), (107390992, 107391187), (107395890, 107396059), (107402601, 107402669), (107421275, 107421369), (107422191, 107422337), (107461779, 107461873), (107464805, 107464918), (107493833, 107493961), (107497449, 107497846)]), ('CHRDL1', 107376136, 107497846, '-', [(107376136, 107378620), (107381646, 107381736), (107383793, 107383961), (107390977, 107391187), (107395890, 107396059), (107402601, 107402669), (107421275, 107421369), (107422191, 107422334), (107461779, 107461873), (107464805, 107464918), (107493833, 107493961), (107497449, 107497846)]), ('CHRDL1', 107376136, 107497846, '-', [(107376136, 107378620), (107381646, 107381736), (107383793, 107383961), (107390992, 107391187), (107395890, 107396059), (107402601, 107402669), (107421275, 107421369), (107422191, 107422334), (107461779, 107461873), (107464805, 107464918), (107493833, 107493961), (107497449, 107497846)]), ('CHRDL1', 107378009, 107497434, '-', [(107378009, 107378620), (107381646, 107381736), (107383793, 107383961), (107390977, 107391187), (107395890, 107396059), (107402601, 107402669), (107421275, 107421369), (107422191, 107422337), (107461779, 107461873), (107464805, 107464918), (107493833, 107493961), (107497394, 107497434)])]"
56,"[('SERTM2', 108240746, 108251509, '+', [(108240746, 108240938), (108241101, 108241198), (108247177, 108251509)]), ('SERTM2', 108240746, 108251509, '+', [(108240746, 108240938), (108241101, 108241198), (108243632, 108243688), (108247177, 108251509)])]"
57,"[('LHFPL1', 109295284, 109360189, '-', [(109295284, 109308029), (109340956, 109341055), (109351042, 109351876), (109359908, 109360189)]), ('LHFPL1', 109295284, 109360189, '-', [(109295284, 109308029), (109340956, 109341055), (109351042, 109351681), (109359908, 109360189)]), ('LHFPL1', 109307502, 109360113, '-', [(109307502, 109308029), (109340956, 109341055), (109351042, 109351438), (109359908, 109360113)]), ('AMOT', 109462224, 109508018, '-', [(109462224, 109466046), (109466374, 109467106), (109468237, 109468470), (109470126, 109470249), (109478178, 109478369), (109479437, 109479587), (109492625, 109492771), (109498096, 109498189), (109499458, 109499603), (109503892, 109504409), (109507909, 109508018)]), ('AMOT', 109462224, 109529323, '-', [(109462224, 109466046), (109466374, 109467106), (109468237, 109468470), (109470126, 109470249), (109478178, 109478369), (109479437, 109479587), (109492625, 109492771), (109498096, 109498189), (109499458, 109499603), (109503892, 109504409), (109510841, 109511775), (109513671, 109513820), (109521247, 109521325), (109529195, 109529323)]), ('AMOT', 109462224, 109529896, '-', [(109462224, 109466046), (109466374, 109467106), (109468237, 109468470), (109470126, 109470249), (109478178, 109478369), (109479437, 109479587), (109492625, 109492771), (109498096, 109498189), (109499458, 109499603), (109503892, 109504409), (109510841, 109511775), (109513671, 109513820), (109521247, 109521325), (109529405, 109529896)]), ('AMOT', 109462224, 109529896, '-', [(109462224, 109466046), (109466374, 109467106), (109468237, 109468470), (109470126, 109470249), (109478178, 109478369), (109479437, 109479587), (109492625, 109492771), (109498096, 109498189), (109499458, 109499603), (109503892, 109504409), (109521247, 109521325), (109529405, 109529896)])]"
58,"[('LOC114669792', 111956976, 111963145, '-', [(111956976, 111957946), (111958118, 111958308), (111959777, 111959846), (111963070, 111963145)]), ('LOC114675220', 112046708, 112046839, '+', [(112046708, 112046839)]), ('PLS3', 112061982, 112149815, '+', [(112061982, 112062393), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112139702, 112139729), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149815)]), ('PLS3', 112062319, 112149800, '+', [(112062319, 112062393), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149800)]), ('PLS3', 112062331, 112149815, '+', [(112062331, 112062393), (112107750, 112107834), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112139702, 112139729), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149815)]), ('PLS3', 112063031, 112149815, '+', [(112063031, 112063049), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112139702, 112139729), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149815)]), ('PLS3', 112093639, 112149815, '+', [(112093639, 112093657), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112139702, 112139729), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149815)]), ('PLS3', 112093720, 112149815, '+', [(112093720, 112093841), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149815)]), ('PLS3', 112093720, 112149815, '+', [(112093720, 112093841), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112139702, 112139729), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149815)]), ('PLS3', 112093823, 112149815, '+', [(112093823, 112093841), (112107750, 112107834), (112110635, 112110716), (112122377, 112122541), (112129848, 112129978), (112130485, 112130618), (112134310, 112134392), (112135190, 112135356), (112137011, 112137154), (112139702, 112139729), (112140003, 112140099), (112142517, 112142713), (112144210, 112144289), (112145261, 112145376), (112145591, 112145725), (112146426, 112146550), (112146769, 112146894), (112148569, 112149815)])]"
59,[]
60,"[('LAMP2', 116633109, 116675694, '-', [(116633109, 116635578), (116648643, 116648808), (116649552, 116649616), (116653242, 116653365), (116654470, 116654655), (116655613, 116655772), (116661457, 116661671), (116662757, 116662876), (116675379, 116675694)]), ('LAMP2', 116637679, 116675694, '-', [(116637679, 116638320), (116648643, 116648808), (116649552, 116649616), (116653242, 116653365), (116654470, 116654655), (116655613, 116655772), (116661457, 116661671), (116662757, 116662876), (116675379, 116675694)]), ('LAMP2', 116645665, 116675613, '-', [(116645665, 116646158), (116648643, 116648808), (116649552, 116649616), (116653242, 116653365), (116654470, 116654655), (116655613, 116655772), (116661457, 116661671), (116662757, 116662876), (116675379, 116675613)])]"
61,"[('GRIA3', 119382680, 119702211, '+', [(119382680, 119382907), (119383213, 119383340), (119384534, 119384693), (119453095, 119453335), (119526936, 119527124), (119555896, 119555950), (119604134, 119604296), (119607819, 119607987), (119612141, 119612246), (119612563, 119612671), (119613852, 119614059), (119626490, 119626867), (119637349, 119637548), (119675726, 119675974), (119691375, 119691490), (119694119, 119694367), (119700011, 119702211)]), ('GRIA3', 119382680, 119702211, '+', [(119382680, 119382912), (119383213, 119383340), (119384534, 119384693), (119453095, 119453335), (119526936, 119527124), (119555896, 119555950), (119604134, 119604296), (119607819, 119607987), (119612141, 119612246), (119612563, 119612671), (119613852, 119614059), (119626490, 119626867), (119637349, 119637548), (119675726, 119675974), (119691375, 119691490), (119694119, 119694367), (119700011, 119702211)]), ('GRIA3', 119382924, 119702211, '+', [(119382924, 119383340), (119384534, 119384693), (119453095, 119453335), (119526936, 119527124), (119555896, 119555950), (119604134, 119604296), (119607819, 119607987), (119612141, 119612246), (119612563, 119612671), (119613852, 119614059), (119626490, 119626867), (119637349, 119637548), (119675726, 119675974), (119691375, 119691490), (119694119, 119694378), (119700011, 119702211)]), ('GRIA3', 119382924, 119702211, '+', [(119382924, 119383340), (119384534, 119384693), (119453095, 119453335), (119526936, 119527124), (119555896, 119555950), (119604134, 119604296), (119607819, 119607987), (119612141, 119612246), (119612563, 119612671), (119613852, 119614059), (119626490, 119626867), (119637349, 119637548), (119675726, 119675974), (119676535, 119676650), (119694119, 119694367), (119700011, 119702211)]), ('GRIA3', 119382924, 119702211, '+', [(119382924, 119383340), (119384534, 119384693), (119453095, 119453335), (119526936, 119527124), (119555896, 119555950), (119604134, 119604296), (119607819, 119607987), (119612141, 119612246), (119612563, 119612671), (119613852, 119614059), (119626490, 119626867), (119637349, 119637548), (119675726, 119675974), (119694119, 119694367), (119700011, 119702211)]), ('GRIA3', 119382924, 119702211, '+', [(119382924, 119383340), (119384534, 119384693), (119453095, 119453335), (119526936, 119527124), (119555896, 119555950), (119604134, 119604296), (119607819, 119607987), (119612141, 119612246), (119612563, 119612671), (119613852, 119614059), (119626490, 119626867), (119637349, 119637548), (119675726, 119675974), (119676535, 119676650), (119691375, 119691490), (119694119, 119694367), (119700011, 119702211)]), ('LOC698646', 119778351, 119780554, '+', [(119778351, 119780554)]), ('THOC2', 119816539, 119948683, '-', [(119816539, 119817311), (119827009, 119827055), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835637), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119816539, 119948683, '-', [(119816539, 119817311), (119827009, 119827049), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835637), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119816539, 119948683, '-', [(119816539, 119817311), (119827009, 119827055), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835556), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119816542, 119948628, '-', [(119816542, 119817311), (119827009, 119827055), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835556), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857943, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948628)]), ('THOC2', 119819001, 119948683, '-', [(119819001, 119819721), (119827009, 119827055), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835637), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119819001, 119948683, '-', [(119819001, 119819721), (119827009, 119827049), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835637), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119819001, 119948683, '-', [(119819001, 119819721), (119827009, 119827055), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835556), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119819001, 119948683, '-', [(119819001, 119819721), (119827009, 119827055), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835637), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857943, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119819001, 119948683, '-', [(119819001, 119819721), (119827009, 119827055), (119827530, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835556), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857943, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119827078, 119948683, '-', [(119827078, 119827607), (119829500, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835556), (119837052, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857943, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119829593, 119948683, '-', [(119829593, 119829658), (119829740, 119829810), (119830152, 119830290), (119835520, 119835556), (119836335, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)]), ('THOC2', 119835535, 119948683, '-', [(119835535, 119835637), (119836335, 119837111), (119837308, 119837739), (119839195, 119839298), (119839542, 119839721), (119840218, 119840403), (119840491, 119840623), (119840972, 119841101), (119842341, 119842499), (119842949, 119843091), (119844117, 119844393), (119848099, 119848264), (119849265, 119849445), (119851328, 119851446), (119853471, 119853568), (119855440, 119855521), (119856314, 119856408), (119857931, 119858028), (119861978, 119862080), (119862182, 119862313), (119862746, 119862788), (119882715, 119882911), (119884190, 119884363), (119885241, 119885397), (119888763, 119888856), (119901514, 119901681), (119911629, 119911763), (119912332, 119912454), (119913291, 119913362), (119918659, 119918711), (119922063, 119922155), (119927784, 119927843), (119948552, 119948683)])]"
